,player,info_state,actions
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 1 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 1 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 1 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 2 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 2 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 2 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.4998962490909924, 'Player 1 chose: 4': 5.187545450383104e-05, 'Player 1 chose: 3': 5.187545450383104e-05, 'Player 1 chose: 2': 5.187545450383104e-05, 'Player 1 chose: 1': 5.187545450383104e-05, 'Player 1 chose: 0': 0.4998962490909924}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 3 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 3 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 3 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.499863494099574, 'Player 1 chose: 4': 6.82529502130681e-05, 'Player 1 chose: 3': 6.82529502130681e-05, 'Player 1 chose: 2': 6.82529502130681e-05, 'Player 1 chose: 1': 6.82529502130681e-05, 'Player 1 chose: 0': 0.499863494099574}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 5 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 0 5 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 5 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 5 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.4984031969601842, 'Player 1 chose: 4': 0.0007984015199078701, 'Player 1 chose: 3': 0.0007984015199078701, 'Player 1 chose: 2': 0.0007984015199078701, 'Player 1 chose: 1': 0.0007984015199078701, 'Player 1 chose: 0': 0.4984031969601842}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 0 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 0 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 0 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 0 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.499896249090987, 'Player 1 chose: 4': 5.187545450652763e-05, 'Player 1 chose: 3': 5.187545450652763e-05, 'Player 1 chose: 2': 5.187545450652763e-05, 'Player 1 chose: 1': 5.187545450652763e-05, 'Player 1 chose: 0': 0.499896249090987}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 1 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 1 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 1 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 2 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 2 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 2 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.4998962490909924, 'Player 1 chose: 4': 5.187545450383104e-05, 'Player 1 chose: 3': 5.187545450383104e-05, 'Player 1 chose: 2': 5.187545450383104e-05, 'Player 1 chose: 1': 5.187545450383104e-05, 'Player 1 chose: 0': 0.4998962490909924}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 3 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 3 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 3 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.499863494099574, 'Player 1 chose: 4': 6.82529502130681e-05, 'Player 1 chose: 3': 6.82529502130681e-05, 'Player 1 chose: 2': 6.82529502130681e-05, 'Player 1 chose: 1': 6.82529502130681e-05, 'Player 1 chose: 0': 0.499863494099574}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 4 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 0 4 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 0 4 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 0 4 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.4984031967958794, 'Player 1 chose: 4': 0.0007984016020602642, 'Player 1 chose: 3': 0.0007984016020602642, 'Player 1 chose: 2': 0.0007984016020602642, 'Player 1 chose: 1': 0.0007984016020602642, 'Player 1 chose: 0': 0.4984031967958794}"
"Current player: 0
Round: 2
Coin Player Choices: 1 
Estimator Guesses: 2 _depth_2",0,"Current player: 0
Round: 2
Coin Player Choices: 1 
Estimator Guesses: 2 ","{'Player 0 chose: 4': 0.24361834380796318, 'Player 0 chose: 3': 0.18442993253901724, 'Player 0 chose: 2': 0.16416668992732023, 'Player 0 chose: 5': 0.2436183438049512, 'Player 0 chose: 0': 0.1641666899207483}"
"Current player: 1
Round: 2
Estimator Guesses: 2 
Coin Player Choices: 1 _depth_3",1,"Current player: 1
Round: 2
Estimator Guesses: 2 
Coin Player Choices: 1 ","{'Player 1 chose: 5': 0.022271080720350073, 'Player 1 chose: 4': 0.022271080730932258, 'Player 1 chose: 3': 0.2641729470200575, 'Player 1 chose: 2': 0.3455936087040587, 'Player 1 chose: 1': 9.767408484021454e-05, 'Player 1 chose: 0': 0.34559360873976136}"
"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 1 ","{'Player 0 chose: 5': 0.25, 'Player 0 chose: 4': 0.25, 'Player 0 chose: 3': 0.25, 'Player 0 chose: 2': 0.25}"
"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 0 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 0 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 2 ","{'Player 0 chose: 5': 0.2501388673740474, 'Player 0 chose: 4': 0.24958339787785783, 'Player 0 chose: 3': 0.25013886737404745, 'Player 0 chose: 2': 0.25013886737404734}"
"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 0 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 0 ","{'Player 1 chose: 5': 0.2504726852778954, 'Player 1 chose: 4': 0.24848773516632108, 'Player 1 chose: 3': 0.25047268527789496, 'Player 1 chose: 2': 0.2504726852778954, 'Player 1 chose: 1': 4.710449999663028e-05, 'Player 1 chose: 0': 4.710449999663028e-05}"
"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 3 ","{'Player 0 chose: 5': 0.24943073781150232, 'Player 0 chose: 4': 0.25170778656549037, 'Player 0 chose: 3': 0.24943073781150402, 'Player 0 chose: 2': 0.24943073781150335}"
"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 0 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 0 ","{'Player 1 chose: 5': 0.2486506973809966, 'Player 1 chose: 4': 0.25392466273041975, 'Player 1 chose: 3': 0.24865069738104223, 'Player 1 chose: 2': 0.24865069738101603, 'Player 1 chose: 1': 6.162256326269427e-05, 'Player 1 chose: 0': 6.162256326269427e-05}"
"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 4 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 4 ","{'Player 0 chose: 5': 0.24941128837718898, 'Player 0 chose: 4': 0.251766134877469, 'Player 0 chose: 3': 0.24941128836577722, 'Player 0 chose: 2': 0.24941128837956494}"
"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 0 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 0 ","{'Player 1 chose: 5': 0.2502390898933194, 'Player 1 chose: 4': 0.24782083321483664, 'Player 1 chose: 3': 0.2502390899029755, 'Player 1 chose: 2': 0.2502390898913086, 'Player 1 chose: 1': 0.0007309485487799337, 'Player 1 chose: 0': 0.0007309485487799337}"
"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 5 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 0 
Estimator Guesses: 2 5 ","{'Player 0 chose: 5': 0.24941128840592477, 'Player 0 chose: 4': 0.25176613477924525, 'Player 0 chose: 3': 0.2494112884072685, 'Player 0 chose: 2': 0.24941128840756135}"
"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 0 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 0 ","{'Player 1 chose: 5': 0.25023908976891057, 'Player 1 chose: 4': 0.24782083359753407, 'Player 1 chose: 3': 0.25023908976777504, 'Player 1 chose: 2': 0.25023908976752585, 'Player 1 chose: 1': 0.0007309485491272544, 'Player 1 chose: 0': 0.0007309485491272544}"
"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 0 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 0 ","{'Player 0 chose: 4': 0.24958339789221923, 'Player 0 chose: 3': 0.25013886736926016, 'Player 0 chose: 5': 0.25013886736926044, 'Player 0 chose: 0': 0.2501388673692602}"
"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 2 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 2 ","{'Player 1 chose: 5': 0.25047268528591027, 'Player 1 chose: 4': 0.24848773514228614, 'Player 1 chose: 3': 0.2504726852859099, 'Player 1 chose: 2': 4.7104499991764024e-05, 'Player 1 chose: 1': 4.7104499991764024e-05, 'Player 1 chose: 0': 0.25047268528591016}"
"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 1 ","{'Player 0 chose: 4': 0.25, 'Player 0 chose: 3': 0.25, 'Player 0 chose: 5': 0.25, 'Player 0 chose: 0': 0.25}"
"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 2 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 2 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 3 ","{'Player 0 chose: 4': 0.25170778659932974, 'Player 0 chose: 3': 0.24943073780022254, 'Player 0 chose: 5': 0.24943073780022507, 'Player 0 chose: 0': 0.24943073780022262}"
"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 2 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 2 ","{'Player 1 chose: 5': 0.24865069738887688, 'Player 1 chose: 4': 0.25392466270700403, 'Player 1 chose: 3': 0.24865069738879572, 'Player 1 chose: 2': 6.162256326269401e-05, 'Player 1 chose: 1': 6.162256326269401e-05, 'Player 1 chose: 0': 0.24865069738879805}"
"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 4 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 4 ","{'Player 0 chose: 4': 0.2517661343347433, 'Player 0 chose: 3': 0.24941128855409395, 'Player 0 chose: 5': 0.24941128856333905, 'Player 0 chose: 0': 0.24941128854782357}"
"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 2 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 2 ","{'Player 1 chose: 5': 0.2502390891468897, 'Player 1 chose: 4': 0.24782083544082156, 'Player 1 chose: 3': 0.2502390891547117, 'Player 1 chose: 2': 0.0007309485487799322, 'Player 1 chose: 1': 0.0007309485487799322, 'Player 1 chose: 0': 0.25023908916001725}"
"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 5 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 2 
Estimator Guesses: 2 5 ","{'Player 0 chose: 4': 0.2517661344776522, 'Player 0 chose: 3': 0.24941128850144195, 'Player 0 chose: 5': 0.24941128851124864, 'Player 0 chose: 0': 0.24941128850965735}"
"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 2 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 2 ","{'Player 1 chose: 5': 0.2502390893494443, 'Player 1 chose: 4': 0.2478208348437694, 'Player 1 chose: 3': 0.2502390893577405, 'Player 1 chose: 2': 0.0007309485491272548, 'Player 1 chose: 1': 0.0007309485491272548, 'Player 1 chose: 0': 0.2502390893507913}"
"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 0 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 0 ","{'Player 0 chose: 4': 0.3332625335922825, 'Player 0 chose: 5': 0.3334749328154348, 'Player 0 chose: 0': 0.3332625335922827}"
"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 3 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 3 ","{'Player 1 chose: 5': 0.3337835814057888, 'Player 1 chose: 4': 0.33303755254711803, 'Player 1 chose: 3': 4.710449999176407e-05, 'Player 1 chose: 2': 4.710449999176407e-05, 'Player 1 chose: 1': 4.710449999176407e-05, 'Player 1 chose: 0': 0.33303755254711787}"
"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 1 ","{'Player 0 chose: 4': 0.33333333333333337, 'Player 0 chose: 5': 0.33333333333333337, 'Player 0 chose: 0': 0.33333333333333337}"
"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 3 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 3 ","{'Player 1 chose: 5': 0.16666666666666663, 'Player 1 chose: 4': 0.16666666666666663, 'Player 1 chose: 3': 0.16666666666666663, 'Player 1 chose: 2': 0.16666666666666663, 'Player 1 chose: 1': 0.16666666666666663, 'Player 1 chose: 0': 0.16666666666666663}"
"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 2 ","{'Player 0 chose: 4': 0.33326253358999136, 'Player 0 chose: 5': 0.3334749328200166, 'Player 0 chose: 0': 0.33326253358999197}"
"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 3 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 3 ","{'Player 1 chose: 5': 0.3337835814070612, 'Player 1 chose: 4': 0.3330375525464744, 'Player 1 chose: 3': 4.710449999663014e-05, 'Player 1 chose: 2': 4.710449999663014e-05, 'Player 1 chose: 1': 4.710449999663014e-05, 'Player 1 chose: 0': 0.3330375525464745}"
"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 4 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 4 ","{'Player 0 chose: 4': 0.33389685500632066, 'Player 0 chose: 5': 0.3322062899706305, 'Player 0 chose: 0': 0.3338968550230488}"
"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 3 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 3 ","{'Player 1 chose: 5': 0.3251489359035305, 'Player 1 chose: 4': 0.33632910912468017, 'Player 1 chose: 3': 0.0007309485487799319, 'Player 1 chose: 2': 0.0007309485487799319, 'Player 1 chose: 1': 0.0007309485487799319, 'Player 1 chose: 0': 0.33632910932544957}"
"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 5 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 3 
Estimator Guesses: 2 5 ","{'Player 0 chose: 4': 0.33389685502893013, 'Player 0 chose: 5': 0.3322062899262646, 'Player 0 chose: 0': 0.3338968550448053}"
"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 3 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 3 ","{'Player 1 chose: 5': 0.3251489358277506, 'Player 1 chose: 4': 0.33632910916716846, 'Player 1 chose: 3': 0.0007309485491272533, 'Player 1 chose: 2': 0.0007309485491272533, 'Player 1 chose: 1': 0.0007309485491272533, 'Player 1 chose: 0': 0.3363291093576992}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 0 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 0 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.49990579100001653, 'Player 1 chose: 4': 4.7104499991763996e-05, 'Player 1 chose: 3': 4.7104499991763996e-05, 'Player 1 chose: 2': 4.7104499991763996e-05, 'Player 1 chose: 1': 4.7104499991763996e-05, 'Player 1 chose: 0': 0.49990579100001653}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 1 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 2 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.4999057910000068, 'Player 1 chose: 4': 4.710449999663004e-05, 'Player 1 chose: 3': 4.710449999663004e-05, 'Player 1 chose: 2': 4.710449999663004e-05, 'Player 1 chose: 1': 4.710449999663004e-05, 'Player 1 chose: 0': 0.4999057910000068}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 3 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.4998767548734747, 'Player 1 chose: 4': 6.162256326269425e-05, 'Player 1 chose: 3': 6.162256326269425e-05, 'Player 1 chose: 2': 6.162256326269425e-05, 'Player 1 chose: 1': 6.162256326269425e-05, 'Player 1 chose: 0': 0.4998767548734747}"
"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 5 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 4 
Estimator Guesses: 2 5 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 4 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 5 
Coin Player Choices: 1 4 ","{'Player 1 chose: 5': 0.49853810290174544, 'Player 1 chose: 4': 0.0007309485491272541, 'Player 1 chose: 3': 0.0007309485491272541, 'Player 1 chose: 2': 0.0007309485491272541, 'Player 1 chose: 1': 0.0007309485491272541, 'Player 1 chose: 0': 0.49853810290174544}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 0 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 0 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 0 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.49990579100001653, 'Player 1 chose: 4': 4.7104499991763996e-05, 'Player 1 chose: 3': 4.7104499991763996e-05, 'Player 1 chose: 2': 4.7104499991763996e-05, 'Player 1 chose: 1': 4.7104499991763996e-05, 'Player 1 chose: 0': 0.49990579100001653}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 1 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 1 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 1 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.16666666666666666, 'Player 1 chose: 4': 0.16666666666666666, 'Player 1 chose: 3': 0.16666666666666666, 'Player 1 chose: 2': 0.16666666666666666, 'Player 1 chose: 1': 0.16666666666666666, 'Player 1 chose: 0': 0.16666666666666666}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 2 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 2 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 2 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.4999057910000068, 'Player 1 chose: 4': 4.710449999663004e-05, 'Player 1 chose: 3': 4.710449999663004e-05, 'Player 1 chose: 2': 4.710449999663004e-05, 'Player 1 chose: 1': 4.710449999663004e-05, 'Player 1 chose: 0': 0.4999057910000068}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 3 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 3 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 3 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.4998767548734747, 'Player 1 chose: 4': 6.162256326269425e-05, 'Player 1 chose: 3': 6.162256326269425e-05, 'Player 1 chose: 2': 6.162256326269425e-05, 'Player 1 chose: 1': 6.162256326269425e-05, 'Player 1 chose: 0': 0.4998767548734747}"
"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 4 _depth_4",0,"Current player: 0
Round: 3
Coin Player Choices: 1 5 
Estimator Guesses: 2 4 ","{'Player 0 chose: 5': 0.5, 'Player 0 chose: 0': 0.5}"
"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 5 _depth_5",1,"Current player: 1
Round: 3
Estimator Guesses: 2 4 
Coin Player Choices: 1 5 ","{'Player 1 chose: 5': 0.4985381029024401, 'Player 1 chose: 4': 0.0007309485487799309, 'Player 1 chose: 3': 0.0007309485487799309, 'Player 1 chose: 2': 0.0007309485487799309, 'Player 1 chose: 1': 0.0007309485487799309, 'Player 1 chose: 0': 0.4985381029024401}"
